Communication_Skills,Projects_Completed,IQ,CGPA,Prev_Sem_Result,IQ_x_Prev_Sem_Result,IQ_div_Prev_Sem_Result,avg_academic_score,Prev_Sem_Result_x_CGPA,Prev_Sem_Result_div_CGPA,College_ID_div_IQ,College_ID_x_IQ,academic_consistency,College_ID,Extra_Curricular_Score,Placement
0.8405497205693585,0.8663810942440843,0.5027725738768819,-0.8519194012496647,-0.639521413506471,-0.32153382711803014,-0.7861712671847255,0.0533365973538778,0.544820699680772,0.7506838830671668,-1.4300341621742587,-0.3614851277964654,1.2802253106447294,-0.7189833864823846,0.9585925959574203,No
0.8405497205693585,-1.464793651468506,-0.1650930405609637,-1.4709386080051234,-1.3925717247092981,0.22990390023148333,0.11855271522775059,-0.41440360190339015,2.048387514291189,0.9467238563557399,-2.1648931130433655,-0.059005345881305,1.494166134751012,0.35740662162870623,0.6421314041983431,No
-1.5726436368194976,-0.8819999650403585,0.6363456967644511,-1.1580278001946718,-1.503111219931731,-0.9564983565619214,-0.4233526512735393,-0.8908705815163185,1.740644579465472,1.297993465849882,-0.8024711043867028,-0.32494982602640826,0.37781736194080207,-0.5106498365253993,-0.6237133628379651,No
0.15106590417254245,-0.8819999650403585,1.5045709955336504,-1.2124470711182287,-1.4271153169663084,-2.1471963131893195,-1.0542750343448277,-1.234541408737174,1.7303017862037633,1.1770546756360818,0.09908005207743271,0.22429101985238037,0.031246111912362526,0.14907307167172093,-1.2566357463561193,No
1.5300335369661746,-0.2992062786122109,-0.23187960200474828,0.1072202487780242,0.25861198517579925,-0.05996684419622219,-0.8966278388810284,0.5329064223677222,0.027728441387527905,2.4119471478194883,6.994013630155683,0.3760535509813639,0.6020111600052586,-1.6217621029626543,0.9585925959574203,No
0.8405497205693585,-1.464793651468506,-0.23187960200474828,-1.5049506523323464,-1.572198404445752,0.3645607402953812,0.14748758734053055,-0.7478708158260786,2.3660810143665088,1.044685051097347,5.346837744646484,0.2874883331262167,1.0706725725863693,-1.239817261374848,0.009209020680189042,No
0.8405497205693585,-0.2992062786122109,1.571357556977435,-0.6478471352863268,-0.5911603843466567,-0.928924337328804,-2.658094582587204,-0.002857865543991811,0.38298156149374546,0.9125012130934196,0.4484203823255517,1.1072244259714505,0.9121525728547286,0.7046292048903485,0.6421314041983431,Yes
-1.5726436368194976,-0.2992062786122109,0.7699188196520201,0.8350779973805962,0.8527617719963777,0.6565573369398162,0.902852287805184,0.10568231727131555,0.7121225928014636,1.0211749722735781,2.042661616056668,1.2108402893748407,1.0315212631468924,1.5726856630444541,-0.6237133628379651,Yes
0.8405497205693585,1.449174780672232,-0.4990258477798865,-0.8179073569224418,-0.7362434718261004,0.36740452270042673,0.6778009512846412,-0.08788797636204931,0.602178952092688,0.9001561922032046,-3.2210979644036186,-0.802138100690078,1.032403308783713,1.6074079213706183,0.6421314041983431,No
1.1852916287677664,-0.8819999650403585,0.5695591353206665,0.7262394555334825,0.8873053642533886,0.5053728760295491,0.641896821961729,0.36772423810683574,0.6443961646273193,1.2217790368089463,0.38366025775491186,0.12445868865820293,0.5070170828019028,0.21851758832404938,0.009209020680189042,No
